license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
2358510,WEST SIDE GYROS,,Restaurant,1,754 S WESTERN AVE ,CHICAGO,IL,60612,41.87136341,-87.68631729,28
2358530,JOHN'S RESTAURANT,,Restaurant,1,7660 S HALSTED ST ,CHICAGO,IL,60620,41.75436101,-87.64428597,17
2358535,ELIO PIZZA ON FIRE II INC,ELIO PIZZA ON FIRE,Restaurant,2,2360 N LINCOLN AVE ,CHICAGO,IL,60614,41.9248928,-87.6481984,43
2358536,VERA'S,,Restaurant,1,8701 S EXCHANGE AVE ,CHICAGO,IL,60617,41.73727228,-87.55266238,10
2358543,FEARLESS FOOD KITCHEN,COMMUNITY COOKING SCHOOL,COOKING SCHOOL,1,5917 N BROADWAY ,CHICAGO,IL,60660,41.98956345,-87.66010699,48
2358545,La UNIKA DE MICHOACAM,,Restaurant,2,4344 W 63RD ST ,CHICAGO,IL,60629,41.7786605,-87.7318746,23
2358550,CITGO,,Grocery Store,3,415-425 S PULASKI RD ,CHICAGO,IL,60624,41.87475045,-87.7253137,28
2358584,La Viva Kitchen,,Restaurant,1,4425 W MONTROSE AVE ,CHICAGO,IL,60641,41.96070465,-87.73956935,39
2358587,FRESHII,,Restaurant,1,200 E RANDOLPH ST ,CHICAGO,IL,60601,41.88463208,-87.62224799,42
2358593,QUIN XIANG YUAN,QUING XIANG YUAN DUMPLINGS,Restaurant,1,2002 S WENTWORTH AVE ,CHICAGO,IL,60616,41.8552817,-87.63199264,25
2358595,KYOTO LINCOLN  PARK RESTAURANT,,Restaurant,1,2534 N LINCOLN AVE ,CHICAGO,IL,60614,41.92776406,-87.65221663,43
2358606,MARATHON,,Grocery Store,3,1201 W 87TH ST ,CHICAGO,IL,60620,41.73582461,-87.65339765,21
2358622,TAUS AUTHENTIC,,Restaurant,1,1836-1846 W DIVISION ST ,CHICAGO,IL,60622,41.90335449,-87.67381134,1
2358623,TAUS AUTHENTIC,,Restaurant,1,1836-1846 W DIVISION ST ,CHICAGO,IL,60622,41.90335449,-87.67381134,1
2358628,DOMINO'S PIZZA,DOMINOS PZZA,Restaurant,2,2306 W 95th ST ,CHICAGO,IL,60643,41.72108059,-87.67996165,19
2358636,KANELA BREAKFAST CLUB,,Restaurant,1,1408 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.90742473,-87.67307367,1
2358649,AL'S MARKET STORE,,Grocery Store,3,336 E 95TH ST ,CHICAGO,IL,60619,41.72198483,-87.61512849,9
2358669,LOYOLA BENTO EXPRESS,,Restaurant,1,6803 N SHERIDAN RD ,CHICAGO,IL,60626,42.00568707,-87.66080018,49
2358696,V.C.C. Bakery LLC.,VIVA CAKE BAKERY,Bakery,1,2835 N CENTRAL AVE ,CHICAGO,IL,60634,41.93233307,-87.76613653,31
2358717,FORNO ROSSO ON RANDOLPH,,Restaurant,1,1048 W RANDOLPH ST ,CHICAGO,IL,60607,41.88440111,-87.65403141,27
2358718,FORNO ROSSO ON RANDOLPH,,Restaurant,1,1048 W RANDOLPH ST ,CHICAGO,IL,60607,41.88440111,-87.65403141,27
2358726,AVENUE GROCERY MART,,Grocery Store,2,4948 W CHICAGO AVE ,CHICAGO,IL,60651,41.89507911,-87.75020516,37
2358734,GRUB RESTAURANT CHICAGO,,Restaurant,1,1230 W TAYLOR ST ,CHICAGO,IL,60607,41.86950817,-87.65791982,28
2358755,HALSTED STREET DELI & BAGEL,,Restaurant,1,133 N WELLS ST ,,IL,,41.88406738,-87.63373558,42
2358765,AMORINO CHICAGO,AMORINO,Restaurant,2,838 N STATE ST ,CHICAGO,IL,60610,41.89790873,-87.62838013,2
2358816,A CHILD'S PLACE ACADEMY,,Daycare Above and Under 2 Years,1,1508 E 63RD ST ,CHICAGO,IL,60637,41.78069075,-87.58862341,5
2358818,MR KITE'S CHOCOLATE,,Restaurant,2,2120 W DIVISION ST ,CHICAGO,IL,60622,41.90324196,-87.68058245,2
2358824,AU BON PAIN,,Restaurant,1,829 S WABASH ST ,CHICAGO,IL,60605,41.87144764,-87.62578145,4
2358835,STEAK HOAGY SWEET & MORE INC,,Restaurant,2,8154 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.74600079,-87.60523691,8
2358864,ASADA,,Restaurant,1,180 N WELLS ST ,CHICAGO,IL,60606,41.8853332,-87.63406571,42
2358871,E & H MINI MART INC.,,Grocery Store,3,4722 N KEDZIE AVE ,CHICAGO,IL,60625,41.96733957,-87.70858546,33
2358877,PASTA AL GUSTO,,Restaurant,1,3737 N SOUTHPORT ,CHICAGO,IL,60613,41.9499666,-87.66395007,44
2358884,MARY ANN'S FOODTINI,,Restaurant,2,8649 S COTTAGE GROVE ,CHICAGO,IL,60619,41.7370237,-87.60468653,8
2358905,FLAMING WOK & GRILL,,Restaurant,1,903 N HALSTED ST ,CHICAGO,IL,60642,41.89910985,-87.64773276,27
2358907,PIZZERIA DEL MERCATO,,Restaurant,1,1154 W FULTON MARKET ,CHICAGO,IL,60607,41.8867877,-87.65669395,27
2358908,PIZZERIA DEL MERCATO,,Restaurant,1,1154 W FULTON MARKET ,CHICAGO,IL,60607,41.8867877,-87.65669395,27
2358921,FRESH OFF THE GRILL,,Restaurant,2,1521 S PULASKI RD ,CHICAGO,IL,60623,41.8600391,-87.72484229,24
2358923,BABYLON GROCERY AND MEAT MART,,Grocery Store,2,2800 W DEVON AVE ,CHICAGO,IL,60659,41.99766952,-87.69970642,50
2358944,BARCELLO'S PIZZA,,Restaurant,1,3576 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.94568947,-87.73490603,30
2358965,MILLIE'S SUPPER CLUB,,Restaurant,1,2438 N LINCOLN AVE ,CHICAGO,IL,60614,41.92623307,-87.65007627,43
2358966,MILLIE'S SUPPER CLUB,,Restaurant,1,2438 N LINCOLN AVE ,CHICAGO,IL,60614,41.92623307,-87.65007627,43
2358971,POLPETTI,,Restaurant,1,131 N CLINTON ST ,CHICAGO,IL,60661,41.88418751,-87.64111967,42
2358986,MUSIC BOX THEATRE,,THEATRE,2,3733-3735 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94985726,-87.66394689,44
2358988,MUSIC BOX THEATRE,,THEATRE,2,3733-3735 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94985726,-87.66394689,44
2358994,SUSHI DOKKU,,Restaurant,1,823 W RANDOLPH ST ,CHICAGO,IL,60607,41.88428084,-87.64845424,27
2358995,SUSHI DOKKU,,Restaurant,1,823 W RANDOLPH ST ,CHICAGO,IL,60607,41.88428084,-87.64845424,27
2358997,GREEN AESTHETICS INC.,GHAZZEL TOBACCO & MINI MART,Grocery Store,3,1701 N PULASKI RD ,CHICAGO,IL,60639,41.91177704,-87.72624573,26
2359057,THE PIGGERY,,Restaurant,1,1619-1625 W IRVING PARK RD ,CHICAGO,IL,60613,41.95416912,-87.66987318,47
2359058,THE PIGGERY,,Restaurant,1,1619-1625 W IRVING PARK RD ,CHICAGO,IL,60613,41.95416912,-87.66987318,47
2359065,BARTUCCI,,Restaurant,1,3426 N HARLEM AVE ,CHICAGO,IL,60634,41.94242497,-87.80705285,38
2359078,JAMBA JUICE COMPANY,JAMBA JUICE,Restaurant,2,1322 S HALSTED ST ,CHICAGO,IL,60607,41.86481082,-87.64699486,11
2359079,JAMBA JUICE  #576,JAMBA JUICE,Restaurant,2,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654,41.88807428,-87.6349552,42
2359081,JAMBA  JUICE  #481,JAMBA JUICE,Restaurant,2,225 S CANAL ST ,CHICAGO,IL,60606,41.87853128,-87.63942746,42
2359084,JAMBA JUICE #343,JAMBA JUICE,Restaurant,2,166 N STATE ST ,CHICAGO,IL,60601,41.885027,-87.62807021,42
2359087,KANELA BREAKFAST CLUB,,Restaurant,1,500 N LAKE SHORE DR ,CHICAGO,IL,60611,41.89111833,-87.61438468,42
2359088,KANELA BREAKFAST CLUB,,Restaurant,1,500 N LAKE SHORE DR ,CHICAGO,IL,60611,41.89111833,-87.61438468,42
2359112,DUNKIN DONUTS,,Restaurant,2,250 E SUPERIOR ST ,CHICAGO,IL,60611,41.89589816,-87.62077291,2
2359124,HAPPY CHINESE KITCHEN,,Restaurant,1,80 E CERMAK RD ,CHICAGO,IL,60616,41.85297383,-87.62389568,3
2359175,LAKESHORE SPORT & FITNESS,,Restaurant,1,211 N STETSON AVE ,CHICAGO,IL,60601,41.88602728,-87.62216627,42
2359176,LAKESHORE SPORT & FITNESS,,Restaurant,1,211 N STETSON AVE ,CHICAGO,IL,60601,41.88602728,-87.62216627,42
2359177,MEXICO LINDO,,Restaurant,1,4224 W 31ST ST ,CHICAGO,IL,60623,41.8369238,-87.7303689,22
2359209,VIVA SALUDABLE,,Grocery Store,2,1702 W 47TH ST ,CHICAGO,IL,60609,41.80868998,-87.66754904,15
2359212,M & K FOOD MARKET,SOLO FOODS,Grocery Store,2,3359 W CHICAGO ,CHICAGO,IL,60651,41.89539807,-87.7112948,27
2359248,WHAT'S IN THE BAG?,,,,1767 W 95TH ST ,CHICAGO,IL,60643,41.72103846,-87.66739768,19
2359249,THE UNIVERSITY OF  CHICAGO  SAIEH HALL,THE UNIVERSITY OF  CHICAGO  SAIEH HALL/STARBUCKS,Restaurant,2,5757 S UNIVERSITY AVE ,CHICAGO,IL,60637,41.78975805,-87.59789009,5
2359267,SEE THRU CHINESE KITCHEN,,Restaurant,1,6700 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.7732929,-87.58644237,5
2359269,GOODWIN'S RESTAURANT,,Restaurant,1,1 N FRANKLIN ST ,CHICAGO,IL,60606,41.88196747,-87.63516544,42
2359271,FIRECAKES TRUCK,,Mobile Food Dispenser,3,68 W HUBBARD ST ,CHICAGO,IL,60654,41.89013639,-87.63065655,42
2359281,COFFEE BEAN CAFE CO.,COFFEE BEAN CAFE,Restaurant,1,4036 N NARRAGANSETT ,CHICAGO,IL,60634,41.95407306,-87.78674347,38
2359288,CAFE DESCARTES,,Restaurant,2,6451 N SHERIDAN RD ,CHICAGO,IL,60626,41.99964587,-87.66053367,49
2359294,JAMBA JUICE #189,JAMBA JUICE,Restaurant,2,500 W MADISON ,CHICAGO,IL,60661,41.88199434,-87.63975868,42
2359299,JAMBA JUICE,,Restaurant,2,920 W BELMONT AVE ,CHICAGO,IL,60657,41.94004691,-87.65239336,44
2359302,JAMBA JUICE #586,JAMBA JUICE,Restaurant,2,9521 S WESTERN AVE ,CHICAGO,IL,60643,41.72028188,-87.6818967,19
2359305,LA MIXTECA POBLANA 2 LLC,,Restaurant,1,3046-3050 W 63RD ST ,CHICAGO,IL,60629,41.77912714,-87.70013839,16
2359318,BRIDGEPORT SHELL,,Grocery Store,3,215-225 W 31ST ST ,CHICAGO,IL,60616,41.83811668,-87.63232011,11
2359338,LEGHORN CHCIKEN 2,LEGHORN CAFE,Restaurant,1,600 N LA SALLE DR ,CHICAGO,IL,60654,41.89244528,-87.63275537,42
2359340,GRK GREEK KITCHEN,,Restaurant,3,400 S WELLS ST ,CHICAGO,IL,60607,41.87678483,-87.63383891,25
2359363,PHILLIPS 66,,Grocery Store,3,225 N WESTERN AVE ,CHICAGO,IL,60612,41.88541391,-87.68640078,27
2359404,SUBWAY,,Restaurant,1,3329 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.94170177,-87.72789069,30
2359411,RED STAR LIQUORS,,Grocery Store,3,2725-2727 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93078709,-87.70998753,35
2359412,RED STAR LIQUORS,,Grocery Store,3,2725-2727 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93078709,-87.70998753,35
2359416,FRESH MARKET PLACE,,Grocery Store,1,2134 N WESTERN AVE ,CHICAGO,IL,60647,41.92093215,-87.68766601,1
2359428,JERK CITY,,Restaurant,1,112 E 71ST ST ,CHICAGO,IL,60619,41.76570172,-87.62110946,6
2359431,CHOP CHOP CHINAMAN,,Restaurant,1,3343 N HALSTED ST ,CHICAGO,IL,60657,41.94306979,-87.64921661,44
2359449,CO CO VIETNAMESE SANDWICHES INC.,,Restaurant,1,1613-1615 W LAWRENCE ,CHICAGO,IL,60640,41.96876507,-87.67001783,47
2359451,LITTLE GENIUS COMMUNITY DAYCARE 11,LITTLE GENIUS COMMUNITY DAYCARE,Daycare (2 - 6 Years),1,1000 W 103RD ST ,CHICAGO,IL,60643,41.70698226,-87.64775773,34
2359453,CRUMBS BAKE SHOP,,Restaurant,2,845 N MICHIGAN AVE ,CHICAGO,IL,60611,41.89807992,-87.62394571,2
2359456,PALETERIA MICHOACANA LA #1,PALETERIA MICHOACANA #1,Restaurant,2,4222 W 26TH ST ,CHICAGO,IL,60623,41.84428193,-87.73033724,22
2359462,HOME CHEF,,Grocery Store,2,1321 W LAKE ST ,CHICAGO,IL,60607,41.88534983,-87.65973208,27
2359484,THE SUBMARINE PIER,,Restaurant,1,2759 W 51ST ST ,CHICAGO,IL,60632,41.80088087,-87.69393527,14
2359507,TASTE OF TRINIDAD,,Restaurant,1,2045 W HOWARD ST ,CHICAGO,IL,60645,42.01935226,-87.68218644,49
2359520,CREMERIA SANTA MARIA #2,,,2,4000 W 31ST ST ,CHICAGO,IL,60623,41.83699117,-87.72441415,22
2359561,CHEVALIER FINE WINES,,Liquor,3,1000 N MILWAUKEE AVE ,CHICAGO,IL,60642,41.8997595,-87.66107806,27
2359565,GIORDANO'S ANDERSONVILLE,,Restaurant,1,5207 N CLARK ST ,CHICAGO,IL,60640,41.97643833,-87.66826979,48
2359566,GIORDANO'S ANDERSONVILLE,,Restaurant,1,5207 N CLARK ST ,CHICAGO,IL,60640,41.97643833,-87.66826979,48
2359597,ABARROTES EL JINETE,,Grocery Store,2,3776 W 79TH ST ,CHICAGO,IL,60652,41.7497502,-87.71732701,18
2359604,EL CHE BAR,,Restaurant,1,845 W WASHINGTON BLVD ,CHICAGO,IL,60607,41.88300571,-87.64914785,27
2359605,EL CHE BAR,,Restaurant,3,845 W WASHINGTON BLVD ,CHICAGO,IL,60607,41.88300571,-87.64914785,27
2359606,JERK,,Restaurant,1,811 W CHICAGO AVE ,CHICAGO,IL,60642,41.89629288,-87.64830317,27
2359642,NUTRITION 4 ALL,,Restaurant,2,4215 W 59TH ST ,CHICAGO,IL,60629,41.78576859,-87.72855241,13
2359655,WILD ONION CATERING AND EVENTS,,Catering,1,806 N WINCHESTER AVE ,CHICAGO,IL,60622,41.89616593,-87.67598547,1
2359657,7-ELEVEN #33758 C,,Grocery Store,2,2421 W 103RD ST ,CHICAGO,IL,60655,41.70626785,-87.68256824,19
2359659,7-ELEVEN #33758 C,,Grocery Store,2,2421 W 103RD ST ,CHICAGO,IL,60655,41.70626785,-87.68256824,19
2359708,SUBWAY,,Restaurant,1,749 E 47TH ST ,CHICAGO,IL,60653,41.80941584,-87.6069929,4
2359721,HONEY 1 BBQ,,Restaurant,1,746 E 43RD ST ,CHICAGO,IL,60653,41.81691326,-87.60729732,4
2359722,FORMENTO'S,FORMENTO'S/NONNA'S,Restaurant,1,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712,27
2359723,FORMENTO'S,FORMENTO'S/NONNA'S,Restaurant,1,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712,27
2359724,FORMENTO'S,FORMENTO'S/NONNA'S,Restaurant,1,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712,27
2359747,GO GO RESTAURANT,WING HONG,Restaurant,1,6220 S WESTERN AVE ,CHICAGO,IL,60636,41.78039045,-87.68381819,16
2359748,KANELA BREAKFAST CLUB,,Restaurant,1,1408 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.90742473,-87.67307367,1
2359751,LA ISLA PEQUENA,,Restaurant,1,4107 W NORTH AVE ,CHICAGO,IL,60639,41.90973595,-87.72927347,26
2359766,JIMMY FOOD & TOBACCO,JIMMY'S FOOD MART,Grocery Store,2,3636 W AUGUSTA BLVD ,CHICAGO,IL,60651,41.8992071,-87.7178092,27
2359784,GRANVILLE FOOD MART INC.,GRANVILLE FOOD MART,CONVENIENCE,3,1108 W GRANVILLE AVE ,CHICAGO,IL,60660,41.9946812,-87.65871453,48
2359796,BUFFALO WILD WINGS,,Restaurant,1,513 W TAYLOR ST ,CHICAGO,IL,60607,41.86964015,-87.63989978,25
2359797,BUFFALO WILD WINGS,,Restaurant,1,513 W TAYLOR ST ,CHICAGO,IL,60607,41.86964015,-87.63989978,25
2359798,CITY GRILL AND CAFE,,Restaurant,2,4942 W CHICAGO AVE ,CHICAGO,IL,60651,41.89508094,-87.74997734,37
2359800,GREATER CHICAGO FOOD DEPOSITORY,,Mobile Food Preparer,2,4100 W ANN LURIE PL ,CHICAGO,IL,60632,41.81643747,-87.72631748,14
2359817,NELSON'S MINI-MART,,Grocery Store,2,608 E 61ST ST ,CHICAGO,IL,60637,41.78408593,-87.6104911,20
2359828,DONUT DELIGHT,,Restaurant,2,1750 N CALIFORNIA AVE ,CHICAGO,IL,60647,41.9134831,-87.69722764,1
2359848,THE TAMALE SPACESHIP,,Restaurant,1,1341 N DAMEN AVE ,CHICAGO,IL,60622,41.90618801,-87.67719932,1
2359849,THE TAMALE SPACESHIP,,Restaurant,1,1341 N DAMEN AVE ,CHICAGO,IL,60622,41.90618801,-87.67719932,1
2359869,THE LEAF RESTAURANT COMPANY,BANANA LEAF,Restaurant,1,1948 E 79TH ST ,CHICAGO,IL,60649,41.75171043,-87.57646863,8
2359885,SHAKE SHACK,,Restaurant,2,12 S MICHIGAN AVE ,CHICAGO,IL,60603,41.8818033,-87.62450427,42
2359886,SHAKE SHACK,,Restaurant,2,12 S MICHIGAN AVE ,CHICAGO,IL,60603,41.8818033,-87.62450427,42
2359889,40s TF HEALTHY MEDITERRANEAN CUISINE,,Restaurant,1,2665 N CLARK ST ,CHICAGO,IL,60614,41.93135051,-87.64412118,43
2359898,BELLI'S,,Grocery Store,2,1221 W 18TH ST ,CHICAGO,IL,60608,41.85782916,-87.65733239,25
2359936,KAISER TIGER,,Restaurant,1,1415 W RANDOLPH ST ,CHICAGO,IL,60607,41.88404873,-87.66305613,27
2359945,BURRITO HOUSE,,Restaurant,1,3718 N ELSTON AVE ,CHICAGO,IL,60618,41.94886905,-87.71234012,35
2359949,NINEVEH MART & MEAT,,Grocery Store,1,2850 W DEVON AVE ,CHICAGO,IL,60659,41.99763496,-87.70168138,50
2359951,DU JOUR CAFE,,Grocery Store,3,1944 S RACINE AVE ,CHICAGO,IL,60608,41.85528729,-87.65649489,25
2359954,KAISER TIGER,,Restaurant,1,1415 W RANDOLPH ST ,CHICAGO,IL,60607,41.88404873,-87.66305613,27
2359956,RED ROBIN BURGER WORKS,RED ROBIN'S BURGER WORKS,Restaurant,1,190 W MADISON ST ,CHICAGO,IL,60602,41.88205759,-87.63353327,42
2359976,ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP.,ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP,Daycare Above and Under 2 Years,1,212 W 113TH ST ,CHICAGO,IL,60628,41.68899719,-87.62832759,34
2359986,WALGREENS #15525,,Grocery Store,3,201 E HURON ST ,CHICAGO,IL,60611,41.89486671,-87.62262562,42
2359993,MEZZA,,Restaurant,1,141 W JACKSON BLVD ,CHICAGO,IL,60604,41.87802566,-87.63206229,42
2359994,R29 AT THE FRANKLIN,,Special Event,2,227 W MONROE ST ,CHICAGO,IL,60606,41.88053925,-87.63459246,42
2359995,R29 AT THE FRANKLIN,,Special Event,2,227 W MONROE ST ,CHICAGO,IL,60606,41.88053925,-87.63459246,42
2360019,FRESHA PLACE,,Restaurant,1,171 W RANDOLPH ST ,CHICAGO,IL,60601,41.88436188,-87.63316454,42
2360035,LA COLOMBE TORREFACTION,,Restaurant,2,5158 N CLARK ST ,CHICAGO,IL,60640,41.97613893,-87.66856053,40
2360042,FURIOUS SPOON,,Restaurant,1,1571 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.91014406,-87.67687503,1
2360043,FURIOUS SPOON,,Restaurant,1,1571 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.91014406,-87.67687503,1
2360044,THE LORDS HANDS DAYCARE,,Daycare Above and Under 2 Years,1,843-847 W 103RD ST ,CHICAGO,IL,60643,41.70679218,-87.64452366,34
2360049,HIGHWAY HOUSE,,Restaurant,1,5653 N NORTHWEST HWY ,CHICAGO,IL,60646,41.98413691,-87.78419746,45
2360053,FADI #3 MINI MART & DELI,,Grocery Store,2,1001 W 59TH ST ,CHICAGO,IL,60621,41.78684574,-87.64988625,16
2360056,WESTERN MARKET,ONE STOP MARKET,Grocery Store,2,3456 S WESTERN AVE ,CHICAGO,IL,60608,41.83032422,-87.68518233,12
2360058,WESTERN MARKET,ONE STOP MARKET,Grocery Store,2,3456 S WESTERN AVE ,CHICAGO,IL,60608,41.83032422,-87.68518233,12
2360064,TANOSHI SUSHI MIKES,,Restaurant,1,5547 N CLARK ST ,CHICAGO,IL,60640,41.98309881,-87.66852394,48
2360132,NEW CHINA BUFFET,,Restaurant,1,3246 W ADDISON ST ,CHICAGO,IL,60618,41.9467169,-87.70967187,35
2360133,VICENZO PIZZERIA INC.,VICENZO PIZZERIA,Restaurant,1,7405 W IRVING PARK RD ,CHICAGO,IL,60634,41.95253693,-87.81245044,38
2360134,WALGREENS #05034,,Grocery Store,3,6315 S KEDZIE AVE ,CHICAGO,IL,60629,41.77842134,-87.70297606,17
2360139,WALGREENS #16085,WALGREEN,Grocery Store,3,100 W RANDOLPH ST ,CHICAGO,IL,60601,41.88458627,-87.63101045,42
2360157,PANDA EXPRESS #2456,PANDA EXPRESS,Restaurant,1,2949 W ADDISON AVE ,CHICAGO,IL,60618,41.94654251,-87.70247583,33
2362705,ZOUP!,,Restaurant,1,177 W WASHINGTON ST ,CHICAGO,IL,60602,41.88309811,-87.63318863,42
2362709,POMPEI ON SHEFFIELD,,Restaurant,1,2953-2955 N SHEFFIELD AVE ,CHICAGO,IL,60657,41.93603915,-87.65382872,44
2362710,POMPEI ON SHEFFIELD,,Restaurant,1,2953-2955 N SHEFFIELD AVE ,CHICAGO,IL,60657,41.93603915,-87.65382872,44
2362718,PROTEIN BAR,,Restaurant,1,33 S WABASH AVE ,CHICAGO,IL,60603,41.88124398,-87.62603829,42
2362719,CORRIDOR BREWERY AND PROVISIONS,,BREWPUB,1,3446 N SOUTHPORT AVE FL 1ST,CHICAGO,IL,60657,41.94484401,-87.66410386,44
2362720,CORRIDOR BREWERY AND PROVISIONS,,BREWPUB,1,3446 N SOUTHPORT AVE FL 1ST,CHICAGO,IL,60657,41.94484401,-87.66410386,44
2362721,EL PICOSITO JIBARO INC.,ELPICOSITO JIBARO,Restaurant,1,3216 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96855298,-87.70920976,33
2362723,HAPPY GARDEN,,Restaurant,1,7710 W BELMONT AVE ,CHICAGO,IL,60634,41.93799083,-87.81945187,38
2362782,REEME'S FOOD MART,,Grocery Store,1,1815 W 87TH ST ,CHICAGO,IL,60620,41.73560684,-87.66857189,21
2362828,WOW BAO,,Restaurant,1,2806 N CLARK ST ,CHICAGO,IL,60657,41.93296711,-87.64519165,44
2362848,A PLUS MINI MART,,Grocery Store,3,4737 W NORTH AVE ,CHICAGO,IL,60639,41.90952906,-87.74508051,37
2362869,ZENWICH,,Restaurant,1,206 W VAN BUREN ST ,CHICAGO,IL,60607,41.87695299,-87.63393972,42
2362895,NALA CAFE & RESTAURANT,NALA CAFE,Restaurant,1,3419 W PETERSON AVE ,,IL,,41.99020233,-87.71486612,39
2362905,ADDISON FOOD MART,,Grocery Store,3,3000 W ADDISON ST ,CHICAGO,IL,60618,41.94676346,-87.70298659,33
2362911,LA MICHOACANA PREMIUM,,Restaurant,2,3509 W LAWRENCE AVE ,CHICAGO,IL,60625,41.9682625,-87.71623497,33
2362917,AFC SUSHI @ UNIVERSITY CENTER,,Restaurant,1,525 S STATE ST ,CHICAGO,IL,60605,41.87517906,-87.62747379,4
2362926,FRESH ZABIHA HALAL MEAT,,Grocery Store,2,2252 W DEVON AVE ,CHICAGO,IL,60659,41.99788977,-87.68702363,50
2362943,ARAMARK-FIELD MUSEUM RETAIL SHOP,,Grocery Store,3,1400 S LAKE SHORE DR ,CHICAGO,IL,60605,41.86403564,-87.61929707,4
2362956,JAMAICAN JERK PALACE,,Restaurant,1,8554 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.73890075,-87.58583792,8
2362987,POLK & WESTERN HOT DOG STAND,,Restaurant,1,749 S WESTERN AVE ,CHICAGO,IL,60612,41.87161089,-87.68603037,28
2362989,BELMONT SHELL,SHELL,Grocery Store,3,3001 W BELMONT AVE ,CHICAGO,IL,60618,41.93925334,-87.70278523,33
2362994,HQ HOWARD QUINTERO,,Restaurant,1,4114 N KEDZIE AVE ,CHICAGO,IL,60618,41.9561934,-87.70823033,33
2363029,ARBOR,,Restaurant,1,2545 W DIVERSEY AVE ,CHICAGO,IL,60647,41.93202492,-87.69216904,32
2363030,ARBOR,,Restaurant,1,2545 W DIVERSEY AVE ,CHICAGO,IL,60647,41.93202492,-87.69216904,32
2363040,PIZANO'S,,Restaurant,1,61-65 E MADISON ST ,CHICAGO,IL,60603,41.88198219,-87.62564147,42
2363041,PIZANO'S,,Restaurant,1,61-65 E MADISON ST ,CHICAGO,IL,60603,41.88198219,-87.62564147,42
2363062,DAMEN FOOD MART,,Grocery Store,2,6240 S DAMEN AVE ,CHICAGO,IL,60636,41.7799216,-87.67406249,16
2363076,HERO COFFEE BAR,,Restaurant,2,439 S DEARBORN ST ,CHICAGO,IL,60605,41.87596665,-87.62910276,4
2363132,TJ MARKET,,Grocery Store,3,906 N CALIFORNIA AVE ,CHICAGO,IL,60622,41.89772438,-87.69690243,26
2363161,HALSTED STREET DELI & BAGEL,,Restaurant,1,311 S WACKER DR ,CHICAGO,IL,60606,41.87779165,-87.63652434,42
2363188,FRONT YARD JERK GRILLE,,Restaurant,1,74 E 71ST ST ,CHICAGO,IL,60619,41.76568233,-87.62201579,6
2363193,GATEWAY NEWSTAND,,Grocery Store,3,1 N FRANKLIN ST ,CHICAGO,IL,60606,41.88196747,-87.63516544,42
2363199,HALSTED FOOD & FRESH MEAT,,Grocery Store,2,5058 S HALSTED ST ,CHICAGO,IL,60609,41.80162842,-87.64549201,20
2363226,DELICIAS LOS SAUCES,,Restaurant,2,6003 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93102834,-87.77610286,30
2363235,WALGREENS #16085,WALGREEN,Grocery Store,3,100 W RANDOLPH ST ,CHICAGO,IL,60601,41.88458627,-87.63101045,42
2363241,BREAKROOM BREWERY,FINCH BEER CO & KITCHEN,Restaurant,1,2925 W MONTROSE AVE ,CHICAGO,IL,60618,41.96111858,-87.70191547,33
2363242,BREAKROOM BREWERY,FINCH BEER CO & KITCHEN,Restaurant,1,2925 W MONTROSE AVE ,CHICAGO,IL,60618,41.96111858,-87.70191547,33
2363260,AMC THEATRES GALEWOOD 14,,Restaurant,2,5530 W HOMER ST ,CHICAGO,IL,60639,41.91515826,-87.76446913,37
2363261,DYLAN'S CANDY BAR,,Grocery Store,2,435-445 N MICHIGAN AVE ,CHICAGO,IL,60611,41.89042416,-87.62396548,42
2363293,AMANI,GORETS RESTAURANT,Restaurant,1,2949 W BELMONT AVE ,CHICAGO,IL,60618,41.93925593,-87.70226968,33
2363294,NANDO'S PERI PERI,,Restaurant,1,949-953 W RANDOLPH ST ,CHICAGO,IL,60607,41.88422406,-87.65169276,27
2363295,NANDO'S PERI PERI,,Restaurant,1,949-953 W RANDOLPH ST ,CHICAGO,IL,60607,41.88422406,-87.65169276,27
